Class Index,Title,Description
1,Afghan warlords hunt for votes ,"SHEBERGHAN, Afghanistan -- For the first time in its history, this desert town is showing off the trappings of democracy. Campaign posters decorate storefronts, and the local leader, General Abdul Rashid Dostum, has traded his military uniform for a dark suit and has hit the campaign trail."
2,"NO BACKUP: Pistons #39; bench outscored, 30-8, in first defeat","With Vince Carter a non-factor, you would #39;ve expected a Pistons victory Friday night at Air Canada Centre before a crowd of 15,284."
4,New Beagle mission plan revealed,The details of the next Beagle mission to Mars have been announced by the team behind Beagle 2. Lead Beagle scientist Colin Pilger has outlined plans for putting a new robotic laboratory on the Red Planet.
4,Weaned on Video Games,Video gamers are getting younger and younger. And parents and the video game industry agree that the implications are likely to be huge.
1,Thousands Pray for Peace in Indian Kashmir on Eid," SRINAGAR, India (Reuters) - Thousands of Kashmiri Muslims,  scarred by 15 years of violence, celebrated Eid al-Fitr Sunday,  days after India announced it would reduce the number of troops  in the disputed Himalayan territory."
1,Thousands of irreplaceable books feared lost in German library &lt;b&gt;...&lt;/b&gt;,"WEIMAR, Germany German officials are trying to determine exactly what was lost in a blaze at a library housing some the country #39;s most prized books."
2,NCAA says Williams can #39;t return to Trojans,"Los Angeles, CA (Sports Network) - The NCAA has rejected wide receiver Mike Williams #39; bid to once again play football at Southern California."
4,NASA #39;s O #39;Keefe to meet Chinese space agency chief,"The head of the Chinese space agency, Laiyan Sun, will meet for the first time with NASA Administrator Sean O #39;Keefe Dec. 2 in Washington for an  quot;informal quot; session."
2,Windies discover a sting in the tail,"Ian Bradshaw, left, and Courtney Browne celebrate their matchwinning 71-run ninth-wicket stand. Photo: Reuters. Brian Lara #39;s West Indies held their nerve in near darkness to beat England by "
4,Blackberry in sync with Apple computers,"Information Appliance Associates, a software developer, announced the release of an application synchronizing Research In Motion #39;s (RIM) BlackBerry mobile devices with Apple #39;s Mac OS X. "
1,Top Hamas militant assassinated,Israel killed the top bombmaker and rocket engineer of the Hamas militant group in an aerial drone strike in Gaza City. It came just days before a key parliamentary vote on Prime Minister Ariel Sharon #39;s Gaza pullout plan.
4,iMac G5: Coolest Computer Ever,"Describing the new iMac G5, Chris Taylor writes in TIME,  #147;What you get for that money is quite possibly the coolest personal computer yet created. The cool is more than merely aesthetic. Unlike a lot of previous Mac machines, on which you could almost fry an egg, the iMac G5 #146;s beautiful white surface does not get noticeably hot. Nor, at a whisper-quiet 25 decibels, does it make enough noise for most people to hear #133; #148;  Sep 07"
1,Japan Account Surplus Expands in Sept. (AP),"AP - Japan's current account surplus expanded 9.3 percent in September from a year earlier, for its 15th consecutive month of growth, the government said Wednesday."
4,NASA Mars Rovers Find More Signs of Water (Reuters),"Reuters - The Mars rovers have found fresh\evidence that water was plentiful in both the hills and plains\of the now-barren Red Planet, scientists at NASA Jet Propulsion\Laboratory said on Thursday."
4,Huge Boeing rocket prepared for liftoff today,"One of the most powerful rockets since The Boeing Co. #39;s Saturn 5 hurled astronauts to the moon more than three decades ago is set to blast away from Cape Canaveral today, weather permitting."
3,Northwest Pilots OK  #36;265 Mln Concession (Reuters),"Reuters - The pilots union at Northwest Airlines\Corp. , the No. 4 U.S. air carrier, ratified a  #36;265\million concession package that includes 15 percent pay cuts,\the union said on Friday."
1,"Sudan's government, rebels call on world to provide 300 million dollars in aid (AFP)",AFP - Representatives of the Sudanese government and the southern rebel Sudan People's Liberation Movement (SPLM) urged the world community to provide 300 million dollars (244 million euros) in aid to cover emergency needs.
2,A Proud Father,"One of the most dynamic players on the Cavaliers team, Darryl Blackstock, makes sure that he takes care of his 15-month-old son."
1,Ridge: Convention Security Measures Solid (AP),AP - Homeland Security Secretary Tom Ridge said Wednesday that security measures for the Republican National Convention are as strong and well-coordinated as officials have had for any event.
2,Dodgers must put champagne on ice; Giants still alive for NL West,"Los Angeles, CA (Sports Network) - JT Snow homered to lead San Francisco over Los Angeles, 4-2, in the opener of a three-game series at Dodger Stadium."
2,"England held by Austria, Greece stunned in Albania",England #39;s World Cup qualifying campaign got off to a miserable start yesterday when it squandered a two-goal lead to draw 2-2 with Austria in Group Six.
1,Suspect confesses to Shia attacks,A Pakistani militant says he carried out a string of attacks which killed at least 100 Shia Muslims.
4,RFID tags: The people say no,"The issue has united readers of all stripes, from the religious to privacy advocates, CNET News.com's Michael Kanellos writes."
1,Death toll in Philippines storm tops 100 (AFP),"AFP - Rescuers were desperately searching for survivors after floods and landslides unleashed by a tropical storm in the Philippines killed more than 100 people, most buried alive under tonnes of debris, officials said."
2,Aussies Pull Out of Pakistan Field Hockey,"ISLAMABAD, Pakistan - Olympic field hockey champion Australia pulled out of a December tournament in Pakistan because of security fears."
4,Lycos Europe Pulls Spam-Fighting Screensaver,"Analysts say a new twist on the war against spammers in Europe isn #39;t likely to spill across Unites States borders, but is rather an opening salvo more likely to fizzle than to explode."
4,Titan #39;s Alien Thunder,"An anonymous reader writes  quot;What is not being reported much about the fascinating Huygens descent to the surface of Saturn #39;s largest moon, Titan, is its remarkable microphone."
1,Tutu and Mbeki in war of words,The row between South African President Thabo Mbeki and Archbishop Desmond Tutu worsens.
1,Watch Lists Glance (AP),"AP - Other measures related to transportation security, besides expanded use of government watch lists on flights, cruises and at airports, included in the intelligence overhaul legislation:"
2,"Even with a patchwork secondary, the Patriots just keep on winning","As both the weeks and the wins pile up for the Patriots, the more preposterous it becomes. Already it #39;s as farfetched and fanciful as anything that has happened in the NFL this season, Ben Roethlisberger #39;s magic carpet ride included."
3,Dollar Off Lows After Currency Flow Data," NEW YORK (Reuters) - The dollar got some relief  from  mounting selling pressure on Tuesday, recovering from session  lows after a U.S. government report showed an increase in U.S.  capital inflows in September."
3,United Airlines Seeks Staff Concessions,"United Airlines is expected to ask a bankruptcy judge to let it extract new concessions worth \$725 million a year from employees as it seeks to reorganize, the Wall Street Journal reported on Friday, citing unnamed sources."
3,Muni Manager Sees More Florida Bonds Ahead,"NEW YORK (Reuters) - As Florida attempts to recover from an estimated \$15 billion in damages left by Hurricane Charley, tax-exempt debt issuance from the state is likely to increase so Florida can replenish its Hurricane Catastrophe ..."
4,Sun and Microsoft bury the hatchet,"Taking an intentionally cautious tone, Microsoft and Sun executives said Wednesday that the first eight months of their 10-year partnership have yielded small, but significant progress."
4,New species of monkey found in India,"A species of monkey unknown to science has been discovered in Arunachal Pradesh, according to the New York-based Wildlife Conservation Society."
1,Veteran Backs Kerry on Silver Star Account (AP),AP - A Chicago Tribune editor who was on the Vietnam mission for which John Kerry received the Silver Star is backing up Kerry's account of the incident.
